FRANKCOSTANZA	The_Soup_Nazi	0
HalKitzmiller	ElaineBenes	0
LenNicademo	JayRiemenschneider	0
FRANKCOSTANZA	Bob_Cobb	0
JoeMayo	costanza81	1
ElaineBenes	Vargas	1
assman	DrTimWhatley	0
ElaineBenes	NedIsakoff	1
THE_REAL_PUDDY	JPeterman	0
Feldman	Gene	1
bania	Jenna	0
kramer	HalKitzmiller	0
Bob_Sacamano	Lomez	1
UncleLEO	MortySeinfeld	0
ElaineBenes	WandaPepper	0
LenNicademo	Brody	0
Brody	CorkyRamirez	1
costanza81	MartinvanNostrand	0
ElaineBenes	Kel_Varnsen	0
JayRiemenschneider	LenNicademo	1
MissRhodeIsland	jerry	1
cushman	guitarbern	0
Babs_Kramer	NewmanUSPS	1
Lloyd_Braun	EstelleC	0
kramer	Kel_Varnsen	0
costanza81	MrWilhelm	0
bania	jerry	1
meryl	jerry	0
Specter	Lomez	0
Jenna	jerry	1
UncleLEO	Babs_Kramer	0
kramer	LenNicademo	0
kramer	CrazyJoeDavola	0
jerry	Jenna	0
jerry	costanza81	0
kramer	The_Soup_Nazi	0
Gene	ElaineBenes	0
SusanRoss	ElaineBenes	0
Russell_Dalrymple	ElaineBenes	0
kramer	EstelleC	0
HEPennypacker	MartinvanNostrand	1
kramer	JayRiemenschneider	0
MrPitt	JPeterman	0
SusanRoss	WyckThayer	1
Earl_Haffler	kramer	1
MartinvanNostrand	ArtVandelay	0
UncleLEO	Nana	0
bubble_boy	trivial_pursuit	0
kramer	ElaineBenes	0
jerry	MarlatheVirgin	0
costanza81	ArtVandelay	0
ElaineBenes	THE_REAL_PUDDY	1
Lloyd_Braun	costanza81	0
Dolores	jerry	1
HEPennypacker	ArtVandelay	0
intangibles	bigstein	0
kramer	FusilliJerry	0
NewmanUSPS	FRANKCOSTANZA	0
kramer	Poppie	0
Jackie_Chiles	MarlatheVirgin	0
NewmanUSPS	DrTimWhatley	0
FRANKCOSTANZA	costanza81	1
jerry	THE_REAL_PUDDY	0
jerry	JeanPaul_JeanPaul	0
Bob_Sacamano	JayRiemenschneider	1
Bob_Cobb	kramer	1
