tweet	9712931804	20100227035555	14241069	klashton27						Canada 3 Slovakia 0 for those watching speedskating, on the road in Hawaii and watching Great Big Sea	<a href="http://www.atebits.com/" rel="nofollow">Tweetie</a>									klashton27
tweet	9712937754	20100227035604	56807071	thisisalliknow	30812671					went to @iheartartpdx you might&apos;ve seen me, in the corner quickly drinking a  beer w/crazy 2 year old, seemed fun but francie not so into it	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									thisisalliknow
tweet	971293792	20081023001734	16421419	justinmcelroy						I&apos;m eating deep fried cheesecake. So ... that about wraps it up for living.	<a href="http://twitterforiphone.com">TwitterForiPhone</a>									justinmcelroy
tweet	9712940105	20100227035608	22897365	djamesuk	6486801	63359169	JackieChain74	33460317		@JACKIECHAIN74 &amp;amp; @DJAMESUK - INSTANT CLASSIC New &amp;amp; Exclusive Joints! D/L Here http://bit.ly/75QaSA	&lt;a href=&quot;http://apiwiki.twitter.com/&quot; rel=&quot;nofollow&quot;&gt;API&lt;/a&gt;									djamesuk
tweet	9712944304	20100227035614	27727665	nkotbgal21		34890463	Ddubsteezer		9712590618	@Ddubsteezer heck yes i&apos;d love to slap her too. dont be talking about my man like that haha jk	<a href="http://83degrees.com/to/powertwitter" rel="nofollow">Power Twitter</a>									nkotbgal21
tweet	971294869	20081023001829	9949772	jbminn		1081	davemc500hats		971290287	@davemc500hats congrats on the anniv Dave	web									jbminn
tweet	9712958213	20100227035636	24639757	shempenny	63473476					Apparently I went to a Nuggets game AND a Vanilla Ice concert tonight - say whaaaat!!! Crazy!	&lt;a href=&quot;/devices&quot; rel=&quot;nofollow&quot;&gt;txt&lt;/a&gt;									shempenny
tweet	9712964174	20100227035645	38140806	ctbeatzz	26114463					#somewhererightnow somebody is fucking sum1 they met on twitter! lol	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									ctbeatzz
tweet	9712969951	20100227035654	4918641	rurugby	1692266	101035310	daredevilphb	88150166		@daredevilphb it was a very, very scary storm -- huge rain, huge wind #StormME	&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;									rurugby
tweet	971297050	20081023002016	15377617	juliaxgulia						Now it&apos;s team robespierre! Ok now I gotta go!	<a href="http://help.twitter.com/index.php?pg=kb.page&id=75">txt</a>									juliaxgulia
tweet	9712979030	20100227035708	6566202	mikeahuja	2949136					Buyin a new wallet is goin to be tough I think lookin at some now oy	&lt;a href=&quot;/devices&quot; rel=&quot;nofollow&quot;&gt;txt&lt;/a&gt;									mikeahuja
tweet	971298385	20081023002122	1308101	dneighbors		6114312	brianshaler		971284930	@brianshaler there is plenty to drink and the dj is on their way.. definiltely should limo it to @gangplank #hacknight	<a href="http://www.tweetdeck.com/">TweetDeck</a>									dneighbors
tweet	9712990701	20100227035726	23269838	greensquirel		16075142	don1one		9712809708	@don1one YES!	web									greensquirel
tweet	9713001221	20100227035743	15322793	kingboola	1432783					RT @keypenit100: RT @kingboola 10O PERCENT OF ENGLEWOOD PREP IN CHICAGO 2010 CLASS GOT ACCEPTED TO COLLEGE. THAT IS GLORIOUS AND GREAT. WORD TO @TONEKAPONE33	&lt;a href=&quot;http://www.thetweetgenius.com&quot; rel=&quot;nofollow&quot;&gt;TweetGenius&lt;/a&gt;									kingboola
tweet	9713006476	20100227035751	19280840	takhsiru		34187587	yamada25			@yamada25 Thanks! ^_^	<a href="http://echofon.com/" rel="nofollow">Echofon</a>									takhsiru
tweet	9713014011	20100227035803	16373428	roomerholmes	1682421	30597247	mergyeugnau	11718710		@mergyeugnau most ppl seem to think French is so romantic, &amp;amp; German &amp;quot;throaty.&amp;quot; I have the opposite opinion. Deutsch ist die sch&ouml;ner Sprache.	&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;									roomerholmes
tweet	971302001	20081023002427	14666737	benjyfeen						Had lunch with a whipsmart and inspiring pal.  Mwah, @jenny_blake!	web									benjyfeen
tweet	9713028202	20100227035824	14932406	zegolf						Hayden Christensen might be one of the worst actors of all time.	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>									zegolf
tweet	9713029222	20100227035826	13526902	puffkrispy						Allow me to be trite: Crazy Heart is crazy good.	<a href="http://www.seesmic.com/" rel="nofollow">Seesmic</a>									puffkrispy
tweet	9713029801	20100227035827	33415854	travelgirl1971						Beth @Cuttersftbll usually posts the pics during the backrub but she&apos;s at Black Eyed Peas concert-told her I&apos;d do it for her tonight.	web									travelgirl1971
tweet	9713043070	20100227035847	19636794	nashvilleblake	4050625	752833	hollyrwhite	14823788		@hollyrwhite by the time in my day i think the world needs a drink!	&lt;a href=&quot;http://m.twitter.com/&quot; rel=&quot;nofollow&quot;&gt;mobile web&lt;/a&gt;									nashvilleblake
tweet	9713058936	20100227035911	38140806	ctbeatzz	26114463					shoutout to the new follower!! @TimikaDebord wats good?!	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									ctbeatzz
tweet	9713059225	20100227035912	23307173	eserei27	6458712	44381697	syzzlyn	20000312		@syzzlyn good luck!  that would be nice to have a doggy friend to come home to.  I know i love coming home to Toby :)	&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;									eserei27
tweet	9713059418	20100227035912	16104576	themaggers	1474207					woah my tax refund check finally got deposited into my bank account. that was a nice surprise.	&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;									themaggers
tweet	9713060659	20100227035914	58443226	mzagorski	80437711					Blacks and other minorities MUST STAND UP and think for themselves NOT rely on the Party @Sean_Kinney @Sean_Kinney http://ping.fm/ogUGk	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									mzagorski
tweet	9713070420	20100227035929	72456204	angstytimelord	54034008					I find it amusing that so many so-called Ten &amp;quot;fans&amp;quot; are already creaming their panties over Prat Shit &amp;amp; Teenie Who.	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									angstytimelord
tweet	9713078518	20100227035942	42392606	barkhad	18662104	17659982	aanteladda	2642974		@aanteladda isn&apos;t it? it&apos;s @ such variance with what v r trying to inculcate, struggle to undo w/o undermining teacher/school...	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									barkhad
tweet	9713079279	20100227035943	18236250	greygranite	3078805					RT @GIRTHDIGITAL: Bored out of my mind &amp;lt;start a fight! but not with me&amp;gt;	&lt;a href=&quot;http://echofon.com/&quot; rel=&quot;nofollow&quot;&gt;Echofon&lt;/a&gt;									greygranite
tweet	9713082002	20100227035948	20312867	kelsminusa		42342219	oliviagotjokes		9713008075	@oliviagotjokes I will also enjoy the ride - it would end too soon if they just automatically got back together.	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>									kelsminusa
tweet	971308255	20081023003016	1134851	opheliac9		16553633	aquasage		971303039	@aquasage Cool pics!!! (I&apos;ll give ya a call tomorrow to update ya on everything!)	<a href="http://twitterhelp.blogspot.com/2008/05/twitter-via-mobile-web-mtwittercom.html">mobile web</a>									opheliac9
tweet	9713088322	20100227035958	16979451	nixsquish	3116987					brutus/cassius&apos; army lost because they both killed themselves. but antony says brutus was the most honorable conspirator.	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									nixsquish
tweet	9713090108	20100227040001	14635336	bangwinissimo	5443684	68304724	fahiraidris	50879386		@fahiraidris Yes...i&apos;m happy. I can look after my dad easily	&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;									bangwinissimo
tweet	9713101004	20100227040014	64280849	marquesjohn		16380647	EmpressTaTa		9712911198	@EmpressTaTa we were talking about Red Lobster butter	<a href="http://ubertwitter.com" rel="nofollow">UberTwitter</a>									marquesjohn
tweet	9713103817	20100227040017	26499488	lissetti	8516259					WTF does anyone know how to drive anymore?! Ughhhh good night	&lt;a href=&quot;http://www.atebits.com/&quot; rel=&quot;nofollow&quot;&gt;Tweetie&lt;/a&gt;									lissetti
tweet	9713106253	20100227040020	9021352	quigonjinn		29348052	azlostboy		9712949683	@azlostboy @shanman98 whereas saying &quot;um&quot; just makes you look stupid.	<a href="http://echofon.com/" rel="nofollow">Echofon</a>									quigonjinn
tweet	9713110166	20100227040025	15005170	zeoligirl	579662					RT @wordtoday: CONJECTURE : (verb) to believe especially on uncertain or tentative grounds; synonyms : speculate , hypothesize; http://bit.ly/bpYpbq	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									zeoligirl
tweet	9713124278	20100227040046	15275359	jadecraven	20286887	22869944	AndrewBlanda	13173772		@AndrewBlanda :P Shush you. Do you even know the story about the bear? Its like our adventurous business mascot thing. It likes photos.	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									jadecraven
tweet	9713125122	20100227040047	16584339	antibob	1856599	21357424	avasmommy	7732592		@avasmommy video is private, won&apos;t play.	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									antibob
tweet	9713125557	20100227040048	62076596	daynaalianne	53934410					People are actually hating on Cody. A 3 YEAR OLD. Wow. ;)	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									daynaalianne
tweet	9713139468	20100227040109	36035013	simplydab	60227995	29196099	gruvesolution	15361138		@gruvesolution Need 2 get #healthy &amp;amp; can&apos;t #motivate yourself? Get a #Gruve! RT &amp;amp; follow to Win one.	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									simplydab
tweet	9713144151	20100227040115	17008059	winequester	2183721	15429266	Captain_Ron	965803		@Captain_Ron Cab last month. This is Merlot we helped pick so extra good :-)	&lt;a href=&quot;http://www.seesmic.com/&quot; rel=&quot;nofollow&quot;&gt;Seesmic&lt;/a&gt;									winequester
tweet	9713148838	20100227040122	20687916	kumquats4all	4751253					Part 3: meet ishikawa exchange students @radisson lexington hotel and escort them from gc station to monroe college in new rochelle where we	&lt;a href=&quot;http://viigo.com&quot; rel=&quot;nofollow&quot;&gt;Viigo&lt;/a&gt;									kumquats4all
tweet	9713178842	20100227040207	14310810	keegs58	7802192	10640202	carmenincalgary	1324642		@carmenincalgary Rod Black has been beyond annoying these entire Games!	&lt;a href=&quot;http://m.twitter.com/&quot; rel=&quot;nofollow&quot;&gt;mobile web&lt;/a&gt;									keegs58
tweet	971317999	20081023003852	2354821	lesliekirk						Okay, this is freaky. My husband&apos;s XBox has a blog.	<a href="http://www.twhirl.org/">twhirl</a>									lesliekirk
tweet	971318280	20081023003907	15012246	justinu84						http://tinyurl.com/5ownoy	<a href="http://twitterfox.net/">TwitterFox</a>									justinu84
tweet	9713184089	20100227040214	29019456	ellerich	10107203	19995471	clickflickca	4299870		@clickflickca @Renee3 I was surprised, the new issue of LouLou is surprisingly good!	&lt;a href=&quot;http://ubertwitter.com&quot; rel=&quot;nofollow&quot;&gt;UberTwitter&lt;/a&gt;									ellerich
tweet	9713192596	20100227040227	22853193	jaimemckee		83333300	mattnathanson		9713012393	@mattnathanson definite nay.	web									jaimemckee
tweet	9713204639	20100227040246	13206842	lonniehodge	50975					RT @hudsonette: #FF faves re China and beyond: @raykwong, @MalcolmMoore, @rmack, @manyapan	&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;									lonniehodge
tweet	971320528	20081023004108	7093352	drkiki		1266701	Bigpaws		971280235	@Bigpaws That&apos;s kind of scary... only massive eyebrows can be in two places at once.	web									drkiki
tweet	9713208604	20100227040251	7076052	gokari						One guy&apos;s list of 2009&apos;s best journalism. http://bit.ly/bK0ncZ	web									gokari
tweet	9713216602	20100227040304	22060960	alijsmith18	5632271					Yesss I love when josh wolf is on chelsea latley! He&apos;s my favorite!	&lt;a href=&quot;http://ubertwitter.com&quot; rel=&quot;nofollow&quot;&gt;UberTwitter&lt;/a&gt;									alijsmith18
tweet	9713218228	20100227040306	16116606	mikelafloyd						Who&apos;s ma new wrinkly friend?! http://tweetphoto.com/12645060	<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>									mikelafloyd
tweet	9713221534	20100227040311	110322090	pinkplainangel	94028645					RT @LamarHahn: RT @jonjackson: God is most glorified in us when we are most satisfied in Him! Love Jesus peeps!	&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;									pinkplainangel
tweet	9713226917	20100227040319	19877880	anthroman		37750761	clig73		9709068409	@clig73 Blythe has renamed Cliche-Gate...wait for it...Gate-Gate	<a href="http://twidroid.com" rel="nofollow">twidroid</a>									anthroman
tweet	9713231664	20100227040326	16572604	jordynmarcellus	1847434	37180446	zakpashak	15163426		@zakpashak @nscafe they&apos;re the only canadian nhl twitter acct who are informing their followers about the goings-on. above and beyond fo sho	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									jordynmarcellus
tweet	9713235892	20100227040333	24461927	caramelcrumble						My brudda @Icer_Badboi said none of us would tweet tonight. And this my first tweet lol .. N it took forever to do it lol	<a href="http://ubertwitter.com" rel="nofollow">UberTwitter</a>									caramelcrumble
tweet	9713235941	20100227040333	16001803	danielletx	1393754	93414495	beingtricia	81545437		@beingtricia http://twitpic.com/14e9qy - I LOVE those orange TOMS!!	&lt;a href=&quot;http://twitpic.com/&quot; rel=&quot;nofollow&quot;&gt;TwitPic&lt;/a&gt;									danielletx
tweet	9713237904	20100227040336	19962578	victordlamini						RT @AhhPhotography: CameraTip An original is a creation motivated by desire. Any reproduction of an originals motivated be necessity. Ma ...	<a href="http://apiwiki.twitter.com/" rel="nofollow">API</a>									victordlamini
tweet	9713238198	20100227040336	20867843	joshgeeksix	4867331	26499221	kristenmchugh22	8679778		@kristenmchugh22 ... I think I lost her civics attention when I started singing the presidents to her. Thanks a lot, @jonathancoulton . : )	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									joshgeeksix
tweet	9713244636	20100227040346	17911387	maddramaqueen	2832876					Watching Ghost Town.  :-)	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									maddramaqueen
tweet	9713246566	20100227040349	15632376	dirkjohnson	1110257					Won&apos;t anybody check my time math for me? Does Sun. Feb. 28 8:30 a.m. Indian Standard Time = Sat, Feb 27, 7:00 p.m. PST / 10 p.m. EST?	&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;									dirkjohnson
tweet	9713250101	20100227040355	107865487	tawnidanielle		29284467	JESCOPRICE		9712965051	@JESCOPRICE yea you can get really sick if your wisdom teeth get infected	<a href="http://ubertwitter.com" rel="nofollow">UberTwitter</a>									tawnidanielle
tweet	9713260816	20100227040411	800887	wilfredphua	4619143					how many do you have? RT @sprilite: If I could have a dollar for every spamming bot that follows me on twitter...	&lt;a href=&quot;http://www.atebits.com/&quot; rel=&quot;nofollow&quot;&gt;Tweetie&lt;/a&gt;									wilfredphua
tweet	9713261405	20100227040412	30526601	louievito	11068658					You can help fund the US Snowboard Team and the atheletes with a 10$ donation by texting &amp;quot;USA&amp;quot; to 20222. We need some love too. haha	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									louievito
tweet	9713262102	20100227040413	22043759	jiggslikesphish	5915805					I am directly beneath the air conditioner. Sweet.	&lt;a href=&quot;/devices&quot; rel=&quot;nofollow&quot;&gt;txt&lt;/a&gt;									jiggslikesphish
tweet	9713266817	20100227040420	19372128	tatiiana	8982834					me wearing my glasses. ew, haha .. im actually wearing my contacts right now :P http://tweetphoto.com/12645245	&lt;a href=&quot;http://tweetphoto.com&quot; rel=&quot;nofollow&quot;&gt;TweetPhoto&lt;/a&gt;									tatiiana
tweet	9713281940	20100227040443	32817801	karlievoice	12297086					My lil brother is a trip he said his favorite movie is 106 &amp;amp; park I said that&apos;s a TV show and he said &amp;quot;what about drake &amp;amp; josh&amp;quot; lol	&lt;a href=&quot;http://ubertwitter.com&quot; rel=&quot;nofollow&quot;&gt;UberTwitter&lt;/a&gt;									karlievoice
tweet	9713283604	20100227040446	16913261	pyriphlegethon						Walking around grocery recieving with the lights off singing Gaga	<a href="/devices" rel="nofollow">txt</a>									pyriphlegethon
tweet	9713287145	20100227040451	18067770	mjmbecky	2946895	19847022	heidenkind	6488105		@heidenkind Yea, it was a struggle for me.  I really am loving escape reads for the moment.	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									mjmbecky
tweet	9713301293	20100227040512	14302045	missarrie	474624					Lunch break! My footsies hurt :-(	&lt;a href=&quot;http://m.twitter.com/&quot; rel=&quot;nofollow&quot;&gt;mobile web&lt;/a&gt;									missarrie
tweet	9713304891	20100227040517	88230556	linvinnaar	91196799					ChatRoullete is jammed up. Thankyou Sir Dooey.	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									linvinnaar
tweet	9713315002	20100227040532	58726751	badskinwavyhair						RT @RoyceDaFive9: How many of us know a nigga like Risky from Everybody loves Chris?(That describes my all my cousins lol)	<a href="http://ubertwitter.com" rel="nofollow">UberTwitter</a>									badskinwavyhair
tweet	9713317457	20100227040536	47117049	jesslynham	21958533					Enjoying a lovely ice-cold beer now. #ThankYouArthurGuinness	&lt;a href=&quot;http://m.twitter.com/&quot; rel=&quot;nofollow&quot;&gt;mobile web&lt;/a&gt;									jesslynham
tweet	9713321540	20100227040542	9812242	jepcke	5701	1739541	smeech	13618		@smeech Oh thank goodness a clear head prevailed, cuz that&apos;s all you guys would need. I bet they do love him. Bet they like Kevin too. :)	&lt;a href=&quot;http://www.atebits.com/&quot; rel=&quot;nofollow&quot;&gt;Tweetie&lt;/a&gt;									jepcke
tweet	971332255	20081023005123	16896867	zestylime						and I proudly stand up next to you, and use logic still today, cause there ain&apos;t no doubt I love this laaaaaaaaaaad! God Bless Fake!USA!	<a href="http://twitterfox.net/">TwitterFox</a>									zestylime
tweet	9713323463	20100227040545	20777939	akingbayo	7789727	57468644	4eyedmonk	71068037		@4eyedmonk: nah, meaning I slept quite early and can&apos;t get anymore sleep.	&lt;a href=&quot;http://ubertwitter.com&quot; rel=&quot;nofollow&quot;&gt;UberTwitter&lt;/a&gt;									akingbayo
tweet	9713324104	20100227040546	18323509	robsaker		14129644	adamkmiec		9713059197	@adamkmiec At least it isn&apos;t like the Flo-bee.	<a href="http://ubertwitter.com" rel="nofollow">UberTwitter</a>									robsaker
tweet	971332608	20081023005146	14212861	leonc						Convinced wow patch servers are on a dialup connection. Estimating my 2.4 download to complete around the heat death of the universe.	<a href="http://iconfactory.com/software/twitterrific">twitterrific</a>									leonc
tweet	9713337511	20100227040607	23578476	djrhythmics	7198990	3289291	JAKAZiD	824399		@JAKAZiD in retrospect this sounds a bit like something you&apos;d produce actually :O	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									djrhythmics
tweet	9713338240	20100227040608	25637177	abbielicious613	7993776	14788739	ktsummer	1002139		@ktsummer I just thought that since she&apos;s threatening Joe, they might want to be aware &amp;amp; I know you kinda have a connection to there	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									abbielicious613
tweet	971334264	20081023005314	15964196	ckanal						there is a God!  Mac &amp; cheese for dinner tonight....finally!	web									ckanal
tweet	9713348870	20100227040624	45514190	driven4lyrics	20783371					A drink would be great about now. Guess I have to wait till tomorrow *sigh*	&lt;a href=&quot;http://twidroid.com&quot; rel=&quot;nofollow&quot;&gt;twidroid&lt;/a&gt;									driven4lyrics
tweet	9713367900	20100227040654	24319612	stevethedeve		37864866	aidiebravo		9713320777	@aidiebravo I wanna bob...head? Haha	<a href="http://twitterrific.com" rel="nofollow">Twitterrific</a>									stevethedeve
tweet	9713374401	20100227040704	22930092	yeahitspistol						next week is tity appreciation week!!	<a href="http://m.twitter.com/" rel="nofollow">mobile web</a>									yeahitspistol
tweet	9713374897	20100227040705	52953748	domidomdomz	25960067	37559447	blackflash83	9939504		@blackflash83 sup yaw, can we have NBA Live in PC in 2011? I hope yes	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									domidomdomz
tweet	9713377641	20100227040709	18760460	johnsykes1035	3459450					Cartoon Corner &ndash; 2/26/10:      from townhall.com       from Chip Bok       from townhall.com   http://bit.ly/bi2cfe	&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;									johnsykes1035
tweet	9713391234	20100227040730	15297452	drmoore	1852446					SBTS&apos; @devinmaddox posting photos in real time during #afl2010 conference (http://tinyurl.com/y8q97l5) (via @DanDeWitt)	&lt;a href=&quot;http://www.atebits.com/&quot; rel=&quot;nofollow&quot;&gt;Tweetie&lt;/a&gt;									drmoore
tweet	9713407583	20100227040755	14108639	daveybarker		28092423	TomStanbury89		9713280171	@TomStanbury89 Phew, that&apos;s a relief! Where&apos;d you go? Nah, I stayed in &amp; watched World&apos;s Wildest Police Videos... major excitement! lol	<a href="http://echofon.com/" rel="nofollow">Echofon</a>									daveybarker
tweet	9713408403	20100227040757	106264124	jonasjokebook		94452720	purpleheadish		9713375737	@purpleheadish okayyy	web									jonasjokebook
tweet	9713417567	20100227040811	16148023	gravity508	1511031	68983932	CurttS	51715836		@CurttS i use them for lunch...but i totally know #noselfcontrol i too am a sufferer of it..but not only just for snacks	&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;									gravity508
